value_id,value_type,value_content
val-sha256-80c1047c8dbb8cb9d90c5c17cc40b9049c9d1ef321de07c2f1e5f811a15cee3b,affiliation,"Department of Biology, Indiana University, Bloomington, 47405 USA"
val-sha256-ac973ba09c9a1455ede7c3e894285ca2cd7ad6b8c143d84c1a46ba5fe751c1f7,affiliation,"Department of Zoology and Genetics, Iowa State University, Ames, 50011, USA."
val-sha256-8ad5cf045f220d22c4cb5cd65b15e222c975ac85cc29562cf0a5ca286d65b911,ror_id,https://ror.org/02pc6pc55
val-sha256-2bff0d965ebde87dfd300ec3d17bb951dcd6343744fa23e93d18c35dfffe56b7,affiliation,"Department of Cell Biology, National Institute for Basic Biology, Okazaki, Japan,"
val-sha256-4ed5a054638547d3bc00566838b5f4802ec8df679bae9e2d21ae46c8f95c9ac3,ror_id,https://ror.org/04zmssz18
val-sha256-218525d3b391993452f2701962041f397825f1bdfce3e297e9a6e96fa2f768cf,affiliation,"Department of Biology, University of North Carolina-Chapel Hill, 27599-3280, USA."
val-sha256-d3a2c8ca8a0de44a811d74c94abad266794a1c811b660d423ca1e86c849346af,ror_id,https://ror.org/00s5a4h94
val-sha256-b272c7ded2bfa67c43f7908aa42d8f7cecc8674fc210a23fb0466eeee6e69716,affiliation,"Institute of Molecular Biology, University of Oregon, Eugene, 97403-1229, USA."
val-sha256-582b9f335f7b032dd4a5b6a7a8f7d7feb1e17b1444925c700be9560c1781adb9,affiliation,"Chemistry Department MS-60, Rice University, 6100 Main Street, Houston, TX 77005-1892, USA"
val-sha256-ba9742134d265891ddb85584db817b657f0f0984669ccfa69948066e2e4afac5,affiliation,"Chemistry Department, Hollins University, Roanoke, VA 24020-1607, USA"
val-sha256-67b62b22731bf668656d8c0920b862edeb27ece0b8ed0e584e1ffef056ae62f8,ror_id,https://ror.org/05dt3h538
val-sha256-f05474097c1587a327347f630af18e82dc76cdd571aa92d087d4924b6cbd4b3a,affiliation,"(Robin Hunt is Vice President of The Sterling Group, New York, NY, USA.)"
val-sha256-1b6f6f8aedb5653832f7c83e29252d8a86db0b4fd17eaf2badd6132f897721f4,ror_id,https://ror.org/009prea33
val-sha256-54bfd57e4ca8e972a121dab3fe6ebdf1cedf5694e0bbdbf9561b0f916a0ee2ef,affiliation,"Department of Chemistry, G.T.N. Arts College (Autonomous), Dindigul, Tamilnadu, India"
val-sha256-083bce45baac77641c94ce97d76023ced8b8560305dab30e905df43afa6d72cb,ror_id,https://ror.org/04tmf7v73
val-sha256-51586d48e9322db4d43ed2f46e6cbe92dcff04541d9dc149d3fa6ea17cbad05f,affiliation,"Department of Chemistry, Regional Engineering College, Warangal, Andhrapradesh, India"
val-sha256-0a3ef188490d47c73666621599c66a5f1e7d4d04d347d8658d52ba3c234c82e5,ror_id,https://ror.org/017ebfz38
val-sha256-13be0d3b009e972cb1e572db27e39088a300aec7c567e471c283b89105588306,affiliation,"Corrosion and Engineering Division, Central Electrochemical Research Institute, Karaikudi, Tamilnadu, India"
val-sha256-5b4ae7287c1f39360523952712e555a7a6a1227d6542e5bc6fb814c6d3af9928,ror_id,https://ror.org/01qek3q18
val-sha256-80c66a53176caeef6955a9b41dfd4e17300bbe4edcb7da7dddeccd223e246085,affiliation,"Department of Chemistry, Gandhigram University, Tamilnadu, India"
val-sha256-05d5cce12d091a6d1af5d592fed152103f352b4f06aa82ce933a970348d827d2,affiliation,(Member of the Nutritional Psychology Research Group co‐ordinated from the University of Birmingham.)
val-sha256-8a10113b1b7e125c93a60cbe7a6d089b718387985688deea90a310209a118add,affiliation,Member of the Nutritional Psychology Research Groupco‐ordinated from the University of Birmingham.
val-sha256-8739c09d0ef3a913fe30e76b1626a754af15bae726ace3fc0cf28bde48f18fc9,affiliation,"Trade Mark Agent and the Trade Marks Manager of theLondon office of Baker and McKenzie, Solicitors"
val-sha256-eae622d986f2c2c729c03f052f1459c4ebcd6d9a544c205eea6f05e19c9e8d14,ror_id,https://ror.org/012jfdt97
val-sha256-b6d1dedf84279fd216b5a71bc4fdd79568b870669c2c014e486127f9e7786da5,affiliation,she works mainly ontrade mark related matters.
val-sha256-50de322e383334a3835d1a96a78af831a1cfe9dbd680f027d444e8eba936edfd,affiliation,"(Lecturer in Food Studies and Management, University of Ulster, Northern Ireland)"
val-sha256-c7adf2dd0ebb9d3b99c60644e1f69a016c4dfeaa036bf1c2fbff047ccae6be0c,affiliation,"(Psychologist, at the Institute of Food Research, Reading, UK.)"
val-sha256-af2c954cb5840701b0cd4a55ff584744fb30fa1ba670234a6c4e3a56e0cde2f5,affiliation,"(Head of Food Choice, at the Institute of Food Research, Reading, UK.)"
val-sha256-b0a1e0f7088e4ec14fd6445d96556d7c089671b5122285516f3c3f2cd66cf73d,ror_id,https://ror.org/04td3ys19
val-sha256-60e3239ffa700077d215021b0594f5d3e2cfdb083b3cb8cb6c93f3d84b7a3c99,affiliation,Environmental Health Officer with Delyn Borough Council.
val-sha256-f3a9a0b686703994095dab96c4ce6fc9186ae7bac220c7c36a5e991c61f57ab2,affiliation,"Head of Environmental Health Services, Delyn BoroughCouncil."
val-sha256-73f439873ab8d58b75ac68f0a72ce35738889599f1d36e7b1df5eee36940f263,affiliation,Consultant to Audit Commission/DOH
val-sha256-484c77c701f18b28704f0448c82b4fd8a3849433f9260e702df2f1414a9cd79a,ror_id,https://ror.org/00erg1394
val-sha256-a571e4a03091153c8fd65a6c65f375419c2f26861252e726e2bd7c07a94dd08f,affiliation,Director of the Corporate Enterprise Centre
val-sha256-6f9297afc69bd21c232396255106feb87b2b40b596b8b12d5e1134c20ae66ab7,affiliation,"Clinical Director, Rhyl Public Health Laboratory Service"
val-sha256-e0c12c908951af93ff9004e5cc56a0b22e68cf4b894c4106a070b2ee577c1c27,ror_id,https://ror.org/04gvvdt54
val-sha256-7f40bef0e65c5a6c4110b579dac39a38a0fe041c2897faaf416279b6555051d0,affiliation,"Technical Director, Blue Crest Convenience Foods Ltd."
val-sha256-3848cd541b75ba02981ba1850a38c68e603012866d0f8094cdb48d8f63384d7f,affiliation,"(Lecturer in the Department of Applied Consumer Studies, at Queen Margaret College, Edinburgh, UK.)"
val-sha256-75871c5a0213ce2783c807b02315ac9c084281da4cbf1291a864cca3cb9d997f,ror_id,https://ror.org/002g3cb31
val-sha256-bbd52f018bc6316536ada3060c4d67a437614c5c801331704e3cf39fb92743d7,affiliation,"(Lecturer in the Department of Dietetics and Nutrition, at Queen Margaret College, Edinburgh, UK.)"
val-sha256-1e38ed82b34d1c3514e2e9e6bebba05cf71ac68c3095911ff93f34cdbbabc22c,affiliation,"(A Professor in the Syme Department of Accounting, Monash University, Melbourne, Australia)"
val-sha256-9e1b7415316ab6d45cac7129efb36cd22dd99807c5152272eee2855ca5fa6277,affiliation,Research Fellow
val-sha256-fe258607f8243ca84537f2b051c1748397c71b08c20fb114cac676decbd09bd5,affiliation,"Readers at the Centre for Enterprise and Economic Development, Middlesex University, Enfield, UK."
val-sha256-4a558c1469286318d6cdc42c3fad22715fc8ba892493674253a11dea7eaf8a2c,ror_id,https://ror.org/01rv4p989
val-sha256-55c30875a89844040ae7ccf304f1474da196656931fc1b58f33d68465583d0e4,affiliation,"(Lecturer in Food Science at The Department of Food and Technology, The University of Reading, Reading, UK)"
val-sha256-72c1d7d83855d5f8414bc351eb18dc68dc3cf8c5714bd6fdde4aeba967ff571a,affiliation,"Queen Margaret College, Edinburgh."
val-sha256-f946c7fe9f7675bc7a24e3e2fd4d1e786185a177ff47276f8b9830f666757eb7,affiliation,"(Divisional Director of PROMAR International, Newbury, UK.)"
val-sha256-87445113b6ac3cc0fe834e9c4d082f1cc5571ee0a719f30f505de8d7cd9a9c86,ror_id,https://ror.org/01g4a4162
val-sha256-da3e206abf4397f5b1aa941c291ec8d0d5676fb2740839009bbe71d1f46d6b49,affiliation,"Formerly of the FoodEconomics Department at University College, Cork, Ireland now works withthe Restaurant Consulting Group in Illinois, USA."
val-sha256-3f8caf9bd9170d41354c542c2abaa9a82f84809ff150084135e5f630ff3a39cb,affiliation,"Principal Research Officer at the National Food Centre, Dublin, Ireland."
val-sha256-bf5b32e5cebeee2e66ea4bb4c2b562528296cb80190723ede6b9952e4ea7dde1,affiliation,"Lecturer in the Food Economics Department at University College, Cork, Ireland."
val-sha256-2ef3f7f684f02cf3fc79aa796497f4f5dd030814f873b5f2250e455cf7121e06,affiliation,"Research Assistant, Health Economics Research Unit, Department of Public Health, University of Aberdeen, Aberdeen, UK"
val-sha256-8c0450b47f0e48a9d72381b39bd28bf3354aff838ab56c4ecf6acf0f0074c4b2,affiliation,"Research Fellow, Health Economics Research Unit, Department of Public Health, University of Aberdeen, Aberdeen, UK"
val-sha256-613df2890501b09af7515bf0dcb71f1789867884939c7df1350548a19061f061,affiliation,"(School of Business Administration, Monmouth University, West Long Branch, New Jersey, USA)"
val-sha256-6b5ac2dc70f5ac197027117040cfa266a9484f07316bf32ec34fffd4271eddc7,ror_id,https://ror.org/01d6qxv05
val-sha256-607c0593cf0a6121e80e5b34ffe335aacce224de928d223213c276543a8e8dc0,affiliation,"(Food and Drink Federation, London, UK)"
val-sha256-be45969eb68e42c16a899ae7054025b4ae71e207fdf736b64171a6f7bb5aa42c,affiliation,"Senior Lecturer, School of Law, De Montfort University, Leicester, UK"
val-sha256-a02f6db962a2257d86e70e16f6fdbc398aed296a5b35b65c7a3607519b00a1fe,ror_id,https://ror.org/0312pnr83
val-sha256-5d588a2a019188da4f049809f65a6b071e6470032a1ae2d9b75e65ab4fe4692e,affiliation,"Department of Business Administration, University of Wisconsin‐Green Bay, WI, USA"
val-sha256-aaef82f6951deeee733bb0f75a2755278813ab5f1c2f16c5b4727064411061af,ror_id,https://ror.org/05hbexn54
val-sha256-e8bfc75b2f30c35152a4a008834c0bf85392e00fba8662e8883ec912644e23b5,affiliation,"Department of Marketing, Williamson College of Business, Youngstown State University, Youngstown, OH, USA"
val-sha256-0a60d00c5ddeccf572da93ce080e5e6ab0c0298b15b062ccd1e367fc2fc6e089,ror_id,https://ror.org/038zf2n28
val-sha256-b24e0726be8db807bd996cb3c3ffebcd862b0ad094b8ab6b745007e9d9f0b667,affiliation,"(Senior Lecturer and Assistant Director, Strathclyde International Business Unit, Department of Marketing, University of Strathclyde, Glasgow, UK)"
val-sha256-2a200294fe0544ca819ccb1deacabb966900441895a39529716fb0c22f503d01,affiliation,"(Associate Professor of Marketing, Department of Marketing, Georgia Southern University, Statesboro, Georgia, USA)"
val-sha256-dc46d47833bfa04f1a144253d1f5b1818229ee29acc5fa681780a1908c73a56e,ror_id,https://ror.org/04agmb972
val-sha256-c7e5b950f42736e1c432610450fddc9e94fdf303c53a384c0988b93f65131ce7,affiliation,"(Senior Lecturer, School of Psychology, University of Wales, Bangor, UK)"
val-sha256-c2c8ebd128f8358cf71ad6de1ac4445f2cc2b2494eb7a62f8dc461f997b01776,ror_id,https://ror.org/006jb1a24
val-sha256-f3a3709c065b03193d314646e1cf74abe8d48dc402fb7e235b7fb41ea6945362,affiliation,"(Professor of Psychology and Head of School, School of Psychology, University of Wales, Bangor, UK)"
val-sha256-d258dc1b76600dd076de2baf258942829f3ef0023e84cb0a936987d4faa9302d,affiliation,"(Researcher, School of Psychology, University of Wales, Bangor, UK)"
val-sha256-078643a6471b5cdf5b2614c7f816b1d4f26b928dc31a16d3ba2d1412bf89d104,affiliation,"(Lecturer in Sociology, Public University of Navarra, Spain)"
val-sha256-95b42a4abf08de57be1a7886fd51b3886ebe77a75fe314995f8204647240674b,affiliation,"(Rachel Meller is a partner in the communication and training consultancy, Information Transfer, Cambridge, UK.)"
val-sha256-17a4c60917c59a7a863636d6b1edf09f2b95bbcd8968cfc41c4ed2783fa25e53,affiliation,"Management Development Consultant, Chatham, Kent, UK. E‐mail: bob.dodds@doddsfamily. org.uk"
val-sha256-1c6a81b1f2284fcedb9f617d4c5eb24f82b5d2fa5eaaffd1e9418589894dc59f,ror_id,https://ror.org/00fa9v295
val-sha256-1290295035db9f18ed583659d6ef15d1b1958c52a2d242ced372acdbbda6e049,affiliation,"Human Resource Manager, De Lage Landen International BV, Eindhoven, The Netherlands"
val-sha256-d9c97d38ac5afe25b617654eb4e424c51f715e7ee8cac1bf23254133d3facdb5,affiliation,"Independent Management Training and Development Consultant, Selkirk, Scotland"
val-sha256-5cf1e491630df1c6017e64015c4e7ca31444de1afb5e6c13eca2a7c0e8b80a2c,ror_id,https://ror.org/00gz95c92
val-sha256-d257ee4e2a8a4aff9d2962f57982eda6dfbdc787aa922aa9ffb8c871b2fb0c16,affiliation,"Independent Management Education and Training Consultant, Melrose, Scotland"
val-sha256-8c0784ee87c8d2a92d20308abd114f2b241c3e6c4f912bd2f1635906c58a5440,affiliation,"(Jingli Chu is a Professor at the Department of Information Management, Liaoning Normal University, Dalian, Liaoning Province, China. E‐mail: cz@mail. dlptt.ln.cn)"
val-sha256-d1dfb0f0cd343b12a5383f2136d88b3cfe844d1b78d323c8697dfcc92680682a,ror_id,https://ror.org/04c3cgg32
val-sha256-a008a181a40095de77f6ffd4d9c22bd03a0d8c2583c7759e6219d076bc69df3c,affiliation,"(A.A. Alemna is Professor at the Department of Library and Archival Studies, University of Ghana, Legon, Ghana.)"
val-sha256-e08828bd743ebba2e35762ac53786f09315d48273c6df14c8fc8bd4cdc800842,ror_id,https://ror.org/01r22mr83
val-sha256-8f627b377e84f5c15920a626994d7de3547d8457ae01c0103bae278b9ec957c2,affiliation,"(Niels D. Lund is Associate Professor at the Royal School of Library and Information Studies, Department of Cultural and Media Studies, Copenhagen, Denmark.)"
val-sha256-b51a17e4a228ddae8dcfb73795e173b79c319d80805dd71e8ec3553423b16e6d,ror_id,https://ror.org/03vvy0v27
val-sha256-6b1b9db1839f4d14d671423fa978844286c07fc513758a9baf452043830a4da7,affiliation,"Andrew Pearson undertook the empirical research as part of his dissertation work for an MSc in Information and Library Studies, under the supervision of Christine Urquhart."
val-sha256-0687cda974974fa14ff29c8cb9bb0ad89240ee6e306c7e8e4a55839104a0fb0d,ror_id,https://ror.org/02naadr48
val-sha256-13f4f68c38210c396b776a278f6a65395787526b3a435aaa4ea3d420ae318904,affiliation,"Christine Urquhart is Senior Lecturer at the Department of Information and Library Studies, University of Wales Aberystwyth, UK."
val-sha256-09a5bef2e5cf5506a123aefa54df86a99a6c5f2985802137121c10768f60725e,ror_id,https://ror.org/015m2p889
val-sha256-d07aaebcb4596783abd00a5dcd29a8894963da5040eba360724dbe073c26d647,affiliation,"Tata Energy ResearchInstitute, New Delhi, India"
val-sha256-c272bda3bc3d9be19272750d0928affc2139809159fe86fbe502370df65ddd82,ror_id,https://ror.org/04ek06320
val-sha256-ce4602b59f09b36f93e24a610d15d1b1dbb9e8df9771e290915ec1dc1b640766,affiliation,"Tata Energy Research Institute, New Delhi,India"
val-sha256-f0c78d1a08489e44c8263b3d84860bc3682180e2269d6096d5c9a9667f8d74d8,affiliation,Utkal Univ. (India)
val-sha256-68953a443b20b568ab29e8e5043d56b3e7e61fbf162b12e0452aee348c960a8e,ror_id,https://ror.org/0034eez47
val-sha256-cbe852923c1f316ef6b9c18ed42ac16879140fd01d4dc8ce69d9e87ff5945f25,affiliation,"Moi University Eldoret, Kenya"
val-sha256-93e2e5e10bba382a22107d6d93a5fc8a6317c79c0e41f64dc408e8d9c1d82a55,ror_id,https://ror.org/04p6eac84
val-sha256-c72bbf9786a309eb69d2a1592b7974c2b7ed831e2b261418ac3e8810c01c5cb5,affiliation,"(Reference Librarian, Bradford Libraries)"
val-sha256-eb1cc18287711de80ee8bfc48455bc447aa88e7120fc23dcc63f6c43392f8e7c,ror_id,https://ror.org/00qs4g887
val-sha256-34770e11a8175046051cade697f4d35a72164b2162f2129d3266436d71c5ee4b,affiliation,"(Editor‐Compiler Walford′s Guide, Manchester)"
val-sha256-25846ea9486dcb9b9c095d06bdb1164aab32b97a739b2c42449e8cffc67cedfd,affiliation,"(President, Bradford Mechanics′ Institute Library, Bradford, UK)"
val-sha256-2f73c0e45a2ee0670fe77d4e2bf5516c96b614a1c9590b4140d26f826e428f0f,affiliation,(President of the Bibliographical Society)
val-sha256-0c065de89273ab7fa8d7323d3090436d28a5471040a42baa0bfe5976eda8691b,ror_id,https://ror.org/05az4xw46
val-sha256-c26b45ae1675bceda852b155a9c5b99ea36ecd88ab179863b026da4e86ee778b,affiliation,"(Newcastle University Library, Newcastle upon Tyne, UK)"
val-sha256-cfc8917bed71c30e136be01a1cbaceac5c849197466bb976db75adbf941c97c4,affiliation,"(British Library National Bibliographic Service, Boston Spa, Wetherby, UK)"
val-sha256-31d8ffc1010c24780e3eaf76950f6c56815bcdb843c0fd1500be17fea6ac619b,ror_id,https://ror.org/05dhe8b71
val-sha256-2051d4291364ffc48c7efb4841d64cfa8b79c536ba581f3aa1b069211ccc80d5,affiliation,University of Botswana; Gaborone; Botswana
val-sha256-f15d0986b30cc7a04362e4328adcd35cf3cb8c552b59bdda90488c8e8ba51353,ror_id,https://ror.org/01encsj80
val-sha256-814e11d60052ec8b9624487aac9d3151febca8e0ec2297d56bf1987a77c5379f,affiliation,"(The Robinson Library, University of Newcastle, Newcastle upon Tyne, UK)"
val-sha256-031cb5463a5c11c61fa9b72af61e97f78ce20967406bbeeb267ee27364f1b26d,affiliation,"(College Library, Muhimbili University College of Health Sciences, Dar es Salaam, Tanzania)"
val-sha256-0e8ef33c4d1fb4e24acdd5c6c658bf8d66827e3c29f6f21c03721ac10e4089af,affiliation,"College of Management, National Chiao Tung University, Taiwan, ROC"
val-sha256-c02b2edae6b1c60e3dc499641bb7b251e8943ff3b0c764be4871cd9aa12e7fb9,affiliation,"Department of Library Science, National Taiwan University, Taiwan, ROC"
val-sha256-a348eabc191373aa8a037911460496903734778cd647e4d6d63802382e083325,affiliation,National Chiao Tung University
val-sha256-fa679e6c79036f80f40e4c31ffd1b0114c8fa9b718dde83400058dfa983da4d3,affiliation,"Hong Kong Baptist University, Hong Kong"
val-sha256-0a68737bfa17d49ff7ae9de6e8ffcbca768c0116b8c726092db41d3b21491f13,affiliation,"Colorado State University, USA"
val-sha256-86b0076b2192b8a105771ba7637b1a42e19e50be1ae239182f523ed869e07498,affiliation,"(Professor of Management, San Francisco State University, USA)"
val-sha256-d8b6af191bf5ac34b7401c62e0b51e1c83663d0a4ff5ac8130f5ade5b85e829d,ror_id,https://ror.org/05ykr0121
val-sha256-a14908a03348aca64ead5f037f23abb10bfe82af1ee2ce93d78bb18a219290f7,affiliation,"Doctoral Candidate, Department of Management, University of Rhode Island, USA"
val-sha256-ea2e22e649b913d3ca1f518075780c3138c798dd785510ff851680cd8b514d0b,ror_id,https://ror.org/013ckk937
val-sha256-bc01a00acc049c7a9cb6cc620a3572d1afc5222d0581b4077633e0e29cf297cf,affiliation,"Assistant Professor, Department of Management, Sacred Heart University, USA"
val-sha256-66997b094a84de353f6f5e22923159e9675cf34d10ca77c9285bbd5283ab86f9,ror_id,https://ror.org/0085j8z36
val-sha256-669e654f96ed944189cbb9818e88ddc45e94aa8ea828c2f53825f7c485c87436,affiliation,"Associate Professor, Department of Management, University of Rhode Island, USA"
val-sha256-8de0392f8cc402eac34ec77d1185fa2745af72efc47c6ec96c8857d9aa218888,affiliation,"Sunderland Business School, University of Sunderland, UK"
val-sha256-ac7a28e2849c3c30f95fffb8afbfaea9ba3b8ace9e8ff2202277642f2c2c7052,ror_id,https://ror.org/04p55hr04
val-sha256-f35af1d4a1784c03072fb8a13525122ed4a7eb1dbed56668e923726771514b5e,affiliation,"Mercer University, Atlanta, Georgia, USA"
val-sha256-8f46dbe76353720c64d3a42e0a5a799773cb35719fa1f3c4932e9e4101dd465e,ror_id,https://ror.org/01g67by91
val-sha256-c08a85dc1eb6d8a9dd69968ebec6161b086035ce4d07e1f9672f69ab4372223d,affiliation,"University of La Verne, Athens, Greece"
val-sha256-8bdb015af7c18e287a7797f9217cb07b2c25cf007e5c09b8d5968ec49e679c72,affiliation,"Portsmouth Business School, Southsea, UK"
val-sha256-e21d43a4f90971c7b46088855c22813db15decd177ec6b42c1d36b53ac373451,ror_id,https://ror.org/05gdfay69
val-sha256-3ec6d5e06ff5fd31abdf9741d6103a0a13613824ff0dd9d8de4efce147a57614,affiliation,"Nottingham Business School, Nottingham Trent University, Nottingham, UK"
val-sha256-b8943bbf455d34245abb6e58fa1628e0f410a1da5568a4b3f2f5fa47694c1cd1,ror_id,https://ror.org/04xyxjd90
val-sha256-af51a44e4db110cf7b1bd7719e7e3668d68e8e4cd7eb7f63c8e340f3750aed29,affiliation,"University of Houston Downtown, Houston, Texas, USA"
val-sha256-354970d639c669bd41d716a56d4cab0dc6522bdab2304e958b1a6dee0063e27a,ror_id,https://ror.org/05mj6fy81
val-sha256-b235abe4c27499b46d5db95159fcd3c31e5fa42e4f77892a8ec2970bd8f7ef71,affiliation,"University of North Texas, Denton, Texas, USA"
val-sha256-6bace7f0ebcd52a4cae13b68e364d8f12d8c8ca2232cc7e71cf51e31993b698c,affiliation,"Weatherhead School of Management, Case Western Reserve University, Cleveland, Ohio, USA"
val-sha256-bbb06981623210f198ca365e3fd52c1bd3315853393a43331ecce42f83936d22,affiliation,"Tulane University, New Orleans, Louisiana, USA"
val-sha256-55db0bd735733158db991a6f7d1e3c69be506a8c38d5796196f06b80f67a2498,ror_id,https://ror.org/04vmvtb21
val-sha256-19d20f1281b9e28cae3583aff14c95bfd91f4c453c9c168958f1c55e2724a080,affiliation,"The Nottingham Trent University, Nottingham, UK"
val-sha256-1629788efc2584381ee1887c383916ecbb5332ffb584ef0ffc2b0009b9021dcf,affiliation,"Reader in Marketing, The Business School, University of North London,  London, UK"
val-sha256-431b219bfe743c6f42c44cf31cac3b0ff7a4a6e3b1caad38d967e406e34d05b8,ror_id,https://ror.org/00ae33288
val-sha256-fe6704c8bbafb75068508f11f46b88055eac412aa9ccf09c7964a8ef61f9e9fe,affiliation,"Lecturer in Finance and Accounting, Aston Business School, Aston University, Birmingham, UK"
val-sha256-abde3da1d9c10bb9f07f46d2be1bf14e695147ebb16348206f11912d5e895535,ror_id,https://ror.org/05j0ve876
val-sha256-9c66da0704403cfe7345e5d3c7903a0e7f953598e27a7df654cb39709dcb367d,affiliation,"(Senior Lecturer in Marketing in the Department of Management, Keele University, UK.)"
val-sha256-6eadbd2440a52a2d4c069257395b9bdd2618f1cc31821eff2df101a458eb61a5,affiliation,Unilever Lecturer in TQM at the University of BradfordManagement Centre
val-sha256-2b51aef58d1010f9026a7313d1f5fbc250c4205d17e9ac028ca12230812cee1f,affiliation,"Lecturer at the University of Bradford, Bradford, UK."
val-sha256-b8e393c71e35e9f01b0b1e25fc3e672b3282d9314e7c27ca16a03c6cf247eb26,affiliation,"Lecturer in European Retailing in the Department of Retailingand Marketing at the Manchester Metropolitan University, UK."
val-sha256-ce911d8022e11d411c6a58a3aa1b6fcbac24a6ffe2429424c6cf59292a1aa52b,ror_id,https://ror.org/02hstj355
val-sha256-cbe04c5e37d2d4f8db77b556179e6670eed6ef3b2c9775c2efd5b1703769032f,affiliation,"MFI Professor of Retail Marketing, in the Department ofRetailing and Marketing at the Manchester Metropolitan University, UK."
val-sha256-8154af27eac3e77b0128fcdf324d72eb4c97ec229c5196f10e8152160ab1b42a,affiliation,"Stephen Bainbridge is a Senior Lecturer in BusinessStudies at the Manchester Metropolitan University, Manchester, UK."
val-sha256-7b39c56e2148d0beed9d1c5066c0fff3525372c484128c1b2a7284d127e9da89,affiliation,"Director of the Centre for Employment Research, at theManchester Metropolitan University, Manchester, UK."
val-sha256-a468bdff4aeaaf206e7d0c34865daa679fff818e0c3e324f24a4485382b046fb,affiliation,"(Marks & Spencer Fellow in International Retailing in the Department of Retailing and Marketing at The Manchester Metropolitan University, UK.)"
val-sha256-cac0b1501ca9eb5b3b3ebce21155b5e44db6810476c7784e4476dbee3684f38d,affiliation,"(teaches Fashion Marketing at the Manchester Metropolitan University, UK.)"
val-sha256-f42fcbfcc953fca62233258b04cc07ea538284b5b3b9c67bc2b96176cf19f84c,affiliation,"Professor of Marketing and Strategy, Cardiff BusinessSchool, University of Wales, UK"
val-sha256-33a1ed22260cab3ff618476844485f6d7943d01a58aace8414046f2acf569ad4,ror_id,https://ror.org/01se4f844
val-sha256-87f730f445535dc63b9affd188051dc823c57f44694ed49ba2f496332a356150,affiliation,"also Visiting Professor, M. J.Neeley School of Business, Texas Christian University, USA."
val-sha256-32d1dadc1d915561b74e4287e09c2f7f3c02fff3ca53369105847476cc2b79aa,affiliation,"Northampton Community College, Bethlehem, United States"
val-sha256-841e21589998ec5cfac716188966e1e60ae61987f3682744e10212d711b49ac4,ror_id,https://ror.org/05j27jv73
val-sha256-53d53f4d10d6b28a7cddcaaed7f171cacbfbba12928deff6fe32e13e395932b6,affiliation,(Lecturer in Computing)
val-sha256-2a9f529d081040326c05221e3109edf520f351342efac9ad8bc9d53afbf5fa93,affiliation,"Now retired, was until 1985 Technical Director of MEL,then a Division of Philips Electronic and Associated Industries."
val-sha256-d5e3c9dcff4da91fa3d2706711a76245d28f71d5c067ce088392f3ef59f58993,ror_id,https://ror.org/01g4jev56
val-sha256-f1db0ad756207797e47af28c1579d74eaad2361302864795df1d3a464c0856cf,affiliation,"(Professor at the Graduate School of Management, Macquarie University, New South Wales, Australia.)"
val-sha256-554f338b3b2c14d27bbd4e9f395d68c1c45b0ad656b57dbaa531516370e6e173,ror_id,https://ror.org/023znxa73
val-sha256-c491d6bcff0c5b81ce1a2d424799d9aba27ff71a90baf55bd0f0e7910636ca14,affiliation,"(Lecturer in Chemical Engineering at the University of Leeds, UK.)"
val-sha256-b61ddb9b4c878629b1440f648f02e4c03deb8f50c0d5873f3bacd509994dcbd7,affiliation,"A Consultant Psychologist, Author and Trainer with"
val-sha256-ffbe63366bd6cde635715afc2d23381ca98c64a369016b2c6eb11ee3d8566aa8,ror_id,https://ror.org/0008kv292
val-sha256-2675afdc9a948a36253c4e2a182a0328aa3f65b541eefb7b07965d77679f3896,affiliation,"Marie J. Ripley is President of, the Behavior Technology Institute,Scottsdale, Arizona, USA."
val-sha256-c0b71ea711937348935bfe51a26222727a06da66517d04daa7dd420b68c94554,ror_id,https://ror.org/0531hmb77
val-sha256-91d9cba861c1e5384f31719dde55411ee9d9b766bcd0de7fb244bdc025fffa1d,affiliation,"Professor of Business Policy at the University of Luton, UK, Editor of the Managerial Auditing Journal"
val-sha256-5f65a442bacde43e954c136fad5f368ce152f5db9cccc5970389f18c631fb035,affiliation,of the book Whistleblowing. Subversion or Corporate Citizenship? 1994
val-sha256-178bef8d9d8f92803272e525d368f362054bf18c9aa849c6a74da347ab0b421a,ror_id,https://ror.org/04avxfe70
val-sha256-358311d5bb3a7cd468133eb62a2befcf5d08bade8b8cd81ac25dd1fca380313d,affiliation,"Senior Lecturer at the Centre for Strategy & Policy, the Open Business School, The Open University, Milton Keynes, UK."
val-sha256-696a32aeaa3b4be39d808a6e91e4a5e4a9593075eff61466242d24598a15801b,ror_id,https://ror.org/05mzfcs16
val-sha256-03392069bf5f6698a45eab2bcc5c8f4c68ca93346347ef66507bce7f1445aa1a,author_name,H. James Harrington
val-sha256-1a0be1347260dc33e63a88ed2a6b2cb35086924bb8ac5a90b4a1043420877d48,affiliation,"(Senior Partner of John Nicholls Associates, Islip, Northamptonshire, UK.)"
val-sha256-721c4dcd59098fd271a5ed2213b5e1f1b84df8150a37850d7cb5164c74097ea0,affiliation,"Department of Marketing and International Business, University of Auckland, Auckland, New Zealand"
val-sha256-8c5514347306b6757326b6c2daa481c11c033e276ed76022f8e2d87ef1b5f7d4,affiliation,"(Based at the University of Bradford Management Centre, Bradford, UK.)"
val-sha256-15e395a46173899b956402f83030da31d758b925fcfd194e9664505930d355d3,affiliation,"Based at the University of Bradford Management Centre, Bradford, UK."
