doi,author_name,affiliation,ror_id
https://doi.org/10.1108/01443579510080553,Graham Hitchings,"University of Limerick, Ireland",https://ror.org/00a0n9e72
https://doi.org/10.1108/09696470010335863,Eva Voncken,"Eva Voncken is at the SCO‐Kohnstamm Institute, University of Amsterdam, The Netherlands.",https://ror.org/04dkp9463
https://doi.org/10.1108/13522759810197578,Clive Nancarrow,"Principal Lecturer, Bristol Business School, University of the West of England, Bristol, UK",https://ror.org/02nwg5t34
https://doi.org/10.1108/08880459710183053,Kathryn Covier Hannah,"(Kathryn Covier Hannah is a consultant specializing in fundraising, training and board development for libraries and library support groups. She lives in Sacramento, USA)",https://ror.org/053mpbz30
https://doi.org/10.1108/09566169710166557,David Woodward,"Business School, Staffordshire University, Stoke‐on‐Trent, UK",https://ror.org/00d6k8y35
https://doi.org/10.1108/02689239610117771,Tony White,"The Business School, Bournemouth University, UK",https://ror.org/05wwcw481
https://doi.org/10.1108/09653569810206244,Ngai Weng Chan,"(Associate Professor at Universiti Sains Malaysia, Penang, Malaysia)",https://ror.org/02rgb2k63
https://doi.org/10.1108/09600039410071235,Guido Nassimbeni,"(Research Assistants at the Università di Udine, Udine, Italy)",https://ror.org/05ht0mh31
https://doi.org/10.1103/physreve.66.016403,M. Capitelli,"CSCP-IMIP(CNR), Sezione Territoriale di Bari, Bari, Italy",https://ror.org/022hq6c49
https://doi.org/10.1108/02641619510154933,Sara Gould,"(Research Officer for the ILFA Programme for UAP based at the British Library, Boston Spa, West Yorkshire, UK.)",https://ror.org/05dhe8b71
https://doi.org/10.1108/01437729910286128,Christopher Dougherty,London School of Economics; London; UK,https://ror.org/0090zs177
https://doi.org/10.1108/13620439910279789,Jeff Gold,"(Senior Lecturer, School of Human Resource Management, Leeds Metropolitan University, Leeds, UK, and Editor of Career Development International)",https://ror.org/02xsh5r57
10.1108/02635579710176777,David C. Yen,"Miami University, Oxford, Ohio, USA",https://ror.org/05nbqxr67
https://doi.org/10.1103/physrevb.66.035405,Y. K. Ho,"State Key Laboratory for Material Modification by Laser, Ion and Electron Beams, Institute of Modern Physics, Fudan University, Shanghai 200433, China",https://ror.org/03x8rhq63
https://doi.org/10.1108/00070709810207496,C. Fergus Lowe,"(Professor of Psychology and Head of School, School of Psychology, University of Wales, Bangor, UK)",https://ror.org/006jb1a24
10.1108/00251749410058644,Harry Alder,"Northampton Community College, Bethlehem, United States",https://ror.org/05j27jv73
https://doi.org/10.1108/01443579510080553,James Caffrey,"University of Limerick, Ireland",https://ror.org/00a0n9e72
10.1108/01437730110380192,Claire Eckstein,Fairleigh-Dickinson University,https://ror.org/04wkzvc75
https://doi.org/10.1108/09642369210054261,Jacques H.W. Stevens,"Studied engineering designand construction at the University of Twente and is now one of themanaging directors of the engineering bureau Stevens & Van Vreeland.Engineering design and product innovation are the main activities withdesign education and applied research on design methods and techniques(testing the methods) being the bureau′s secondary activities.Mr Stevens can be contacted at Stevens & Van Vreeland, Strootsweg22, 7547 RW Enschede, The Netherlands. Tel: +31 (0) 53‐301701",https://ror.org/006hf6230
10.1108/01443589610154081,Dave Furth,"University of Amsterdam, The Netherlands",https://ror.org/04dkp9463
10.1108/02634509710165939,Marilyn M. Helms,"Associate Professor of Management, at the University ofTennessee at Chattanooga, Tennessee, USA.",https://ror.org/00nqb1v70
10.1108/09596119610126103,Jonathan Long,"Leeds Metropolitan University, UK",https://ror.org/02xsh5r57
10.1108/09513559510077788,Mike Nash,University of Portsmouth. Portsmouth. UK,https://ror.org/03ykbk197
https://doi.org/10.1103/physrevb.65.241314,Cees Dekker,"Department of Applied Physics, Delft University of Technology, NL-2628  CJ Delft, The Netherlands",https://ror.org/02e2c7k09
https://doi.org/10.1103/physreve.65.061602,B. M. T. Gonçalves,"Departamento de Física da Universidade do Porto, Centro de Física do Porto, Rua do Campo Alegre, 687, 4169-007 Porto, Portugal",https://ror.org/043pwc612
https://doi.org/10.1108/00251749410058644,Harry Alder,"Northampton Community College, Bethlehem, United States",https://ror.org/05j27jv73
10.1108/09576060010314134,C. Forza,University of Padua - Italy,https://ror.org/00240q980
https://doi.org/10.1108/00251749610110328,Sang M. Lee,"(Sang M. Lee is based in the Department of Management, College of Business Administration, University of Nebraska, Lincoln, USA)",https://ror.org/03x1zq178
https://doi.org/10.1108/10610429510083703,Geoffrey L. Gordon,"Geoffrey L. Gordon is an Associate Professor at the Department of Marketing, Northern Illinois University, DeKalb, Illinois.",https://ror.org/012wxa772
https://doi.org/10.1103/physrevb.66.045410,F. Raouafi,"DSM/DRECAM/SPCSI, CEA Saclay F-91 191 Gif sur Yvette, France",https://ror.org/03n15ch10
10.1108/09600039710170584,Peter Hines,"Co‐Director, both at the Lean Enterprise Research Centre, Cardiff Business School, Cardiff University, Cardiff, Wales, UK",https://ror.org/03kk7td41
https://doi.org/10.1108/09604529510087455,B.G. Dale,"Manchester School of Management, UMIST, Manchester, UK.",https://ror.org/03xxxrq06
https://doi.org/10.1108/01443579510090426,P. Aravindan,"PSG College of Technology, Coimbatore, India",https://ror.org/01sa9ng67
10.1108/01604959610113888,Julie Banks,"(Julie Banks is Professor, at Kent Library, Southeast Missouri State University, Cape Girardeau, Missouri, USA.)",https://ror.org/010n41y16
10.1108/02686909410054727,Nazik S. Roufaiel,"Associate Professor of Accounting at the School ofBusiness, Ithaca College, New York and Vernon",https://ror.org/01kw1gj07
https://doi.org/10.1136/ebn.5.3.76,Loretta Secco,"Faculty of Nursing, University of Manitoba, Winnipeg, Manitoba, Canada.",https://ror.org/02gfys938
10.1108/09566169910257220,P.D. Hedges,"School of Engineering & Applied Science, Aston University, Birmingham, UK",https://ror.org/05j0ve876
10.1108/09590559710160355,Ian Clarke,"(Senior Lecturer in the Department of Retailing and Marketing, Manchester Metropolitan University, Manchester, UK.)",https://ror.org/02hstj355
https://doi.org/10.1108/09576069410069521,Behrokh Khoshnevis,Associate Professor,https://ror.org/0008kv292
https://doi.org/10.1108/09576059610116662,Sang M. Lee,"Department of Management, College of Business Administration, University of Nebraska–Lincoln, USA",https://ror.org/043mer456
https://doi.org/10.1108/00346659410055084,Stephen J. Fallows,"(Reader in Educational Development at the University of Luton, Luton, UK.)",https://ror.org/0400avk24
https://doi.org/10.1108/09576059710187375,John V. Chelsom,"(Professor of Procurement Management, Systems Science Department, City University, London, UK)",https://ror.org/04489at23
https://doi.org/10.1108/01443579510090426,P. Aravindan,"Mechanical Engineering Department, PSG College of Technology, Coimbatore, India",https://ror.org/01sa9ng67
https://doi.org/10.1108/07363769810241463,John Hadjimarcou,"(Assistant Professor of Marketing, Department of Marketing and Management, The University of Texas at El Paso, El Paso, Texas, USA)",https://ror.org/04d5vba33
10.1108/01604959610150067,Carl Pracht,"(Carl Pracht is Associate Professor at Kent Library, Southeast Missouri State University, Cape Girardeau, Missouri, USA.)",https://ror.org/010n41y16
10.1108/01437739510097987,Penny West,"(Lecturer in Organization and Management Studies at Edge Hill College of Higher Education, Ormskirk, UK.)",https://ror.org/028ndzd53
10.1108/09556219410055530,Marilyn M. Helms,"Associate Professor of Management, at the University ofTennessee at Chattanooga, Tennessee, USA.",https://ror.org/00nqb1v70
https://doi.org/10.1108/09653560210426795,Douglas Paton,"(Douglas Paton is Associate Professor at the School of Psychology, Massey University, Palmerston North, New Zealand.)",https://ror.org/052czxv31
10.1108/02635579410073486,Alireza Ardalan,"(Associate Professor of Management Information Systems and Decision Sciences, in the College of Business and Public Administration, Old Dominion University, Norfolk, Virginia, USA.)",https://ror.org/04zjtrb98
10.1103/physrevlett.89.061802,A. M. Milov,"Budker Institute of Nuclear Physics, Novosibirsk 630090, RUSSIA",https://ror.org/03e5eem51
10.1108/02635570010291784,R. Balachandra,"Northeastern University, Boston, Massachusetts, USA",https://ror.org/04t5xt781
10.1108/09513559810247966,Tamara Essex,"Middlesex University, UK",https://ror.org/01rv4p989
10.1108/01425459710170086,Monir Tayeb,"Heriot‐Watt University, Edinburgh, UK",https://ror.org/04mghma93
10.1108/01443579810177067,Cipriano Forza,"University of Padova, Vicenza, Italy",https://ror.org/00240q980
10.1108/02635579610114910,Paul Herbig,"Paul Herbig is a Visiting Professor of Marketing at the Texas A&M International University, Laredo, Texas, USA",https://ror.org/028861t28
10.1108/03068299710193921,Masudul Alam Choudhury,"(University of Cape Breton, Sydney, Canada.)",https://ror.org/052y05165
10.1103/physrevlett.89.061802,V. M. Malyshev,"Budker Institute of Nuclear Physics, Novosibirsk 630090, RUSSIA",https://ror.org/03e5eem51
https://doi.org/10.1134/1.1490965,B. A. Kalinikos,"St. Petersburg State Electrotechnical University, St. Petersburg, Russia#TAB#",https://ror.org/023znxa73
https://doi.org/10.1108/01435129710183663,Karen Sherwood,Karen Sherwood is now working in the Library at the University of Westminster,https://ror.org/04ycpbx82
https://doi.org/10.1107/s1600536802010838,Kenton H. Whitmire,"Chemistry Department MS-60, Rice University, 6100 Main Street, Houston, TX 77005-1892, USA",https://ror.org/008zs3103
10.1108/00070709510077926,Claire Seaman,"(Lecturer in the Department of Applied Consumer Studies, at Queen Margaret College, Edinburgh, UK.)",https://ror.org/002g3cb31
https://doi.org/10.1149/1.1390726,X. M. Liu,"#N#aSherman Fairchild Center for Solid State Study, Lehigh University, Bethlehem, Pennsylvania 18015, United States of America",https://ror.org/012afjb06
https://doi.org/10.1108/09576069910264420,Mike Kaye,"University of Portsmouth, Portsmouth, UK",https://ror.org/03ykbk197
https://doi.org/10.1108/09555349710179834,Alan Stainer,"(Head of Engineering Management at Middlesex University, London, UK)",https://ror.org/01rv4p989
https://doi.org/10.1108/00251749910291596,David Floyd,"Sunderland Business School, University of Sunderland, UK",https://ror.org/04p55hr04
10.1108/02651339610127257,A. Diamantopoulos,"European Business Management School, University of Wales, Swansea, UK",https://ror.org/01se4f844
10.1108/01443579510080409,Ashok Kumar,"Associate Professor of Management, Department of Management, Grand Valley State University, Grand Rapids, Michigan, USA",https://ror.org/001m1hv61
https://doi.org/10.1161/01.cir.0000015076.37047.d9,Vittorio Palmieri,"the University of Oklahoma School of Public Health Services, Oklahoma City (E.T.L.)",https://ror.org/02aqsxs83
10.1108/14637150010352417,Peter E.D. Love,"(Peter E.D. Loveis a Senior Lecturer in Construction and Project Management at the Deakin University, Geelong, Victoria, Australia.)",https://ror.org/02czsnj07
https://doi.org/10.1108/02634509710165939,Marilyn M. Helms,"(UC Foundation Associate Professor of Management, School of Business Administration, University of Tennessee, Chattanooga, USA)",https://ror.org/00nqb1v70
https://doi.org/10.1108/00251740210420174,Scott S. Cowen,"Tulane University, New Orleans, Louisiana, USA",https://ror.org/04vmvtb21
https://doi.org/10.1108/03090569610121656,Nigel F. Piercy,"Cardiff Business School , University of Wales , Cardiff, UK",https://ror.org/03kk7td41
10.1108/02656719710181385,Byron J. Finch,"Miami University, Oxford, Ohio, USA;",https://ror.org/05nbqxr67
10.1108/02656719510090018,James D.T. Tannock,"Massey Univ., Palmerston North (New Zealand)",https://ror.org/052czxv31
10.1108/07363769710155866,Robert F. Lusch,"(Walton Professor of Marketing and Accounting, University of Oklahoma, Norman, USA)",https://ror.org/02aqsxs83
https://doi.org/10.1108/02641619510155077,Pat Clinton,"(Deputy Site Librarian at the Perry Library, South Bank University, London, UK)",https://ror.org/02vwnat91
https://doi.org/10.1108/09513559510077788,Stephen P. Savage,"School of Social and Historical Studies and Institute of Police and Criminological Studies, University of Portsmouth, UK",https://ror.org/03ykbk197
10.1108/09576060010335609,T.A. Spedding,Nanyang Technological University (Singapore),https://ror.org/02e7b5302
10.1108/01443579810217594,Roberto Filippini,"Institute of Management and Engineering, University of Padua, Italy",https://ror.org/00240q980
https://doi.org/10.1108/02635579710173149,Colin Leek,"(Senior Lecturer, Faculty of Information and Engineering Systems, Leeds Metropolitan University, Leeds, UK)",https://ror.org/02xsh5r57
10.1108/02634509410052667,Mike Wilson,(Chairman of Marketing Improvements Group and a Visiting Professor at Cranfield School of Management),https://ror.org/05cncd958
10.1108/02634509910271623,Dave Crick,"De Montfort University, UK",https://ror.org/0312pnr83
https://doi.org/10.1108/01443579510080409,Jaideep Motwani,"Director of Seidman Business and Research Center, Grand Valley State University, Grand Rapids, Michigan, USA",https://ror.org/001m1hv61
https://doi.org/10.1108/03068299510078822,Masudul Alam Choudhury,"(University College of Cape Breton, Sydney, Nova Scotia, Canada.)",https://ror.org/052y05165
https://doi.org/10.1108/01443570010308112,Cipriano Forza,"University of Padova, Italy",https://ror.org/00240q980
https://doi.org/10.1108/02635579510095733,Lisa Grantham,"(Completed her four years as an honours student (and subsequently has received a first‐class honours degree) in Business Information Management at Leeds Metropolitan University, UK.)",https://ror.org/02xsh5r57
https://doi.org/10.1108/09590559910297893,Donna Samuel,"Reasearch Associate, Lean Enterprise Research Centre, Cardiff Business School, Cardiff University, Cardiff, Wales, UK",https://ror.org/03kk7td41
https://doi.org/10.1108/01443570010332980,Sarah Jukes,"Cranfield University, Cranfield Bedfordshire UK",https://ror.org/05cncd958
https://doi.org/10.1108/02656719610116063,Josim U. Ahmed,"(Aston Business School ‐ Research Institute, Aston University, Birmingham, UK)",https://ror.org/05j0ve876
https://doi.org/10.1108/02651339610127257,A. Diamantopoulos,"European Business Management School, University of Wales, Swansea, UK",https://ror.org/01se4f844
https://doi.org/10.1108/02656710210427566,Vas B. Prabhu,"Vas B. Prabhu is Professor and Independent Management Consultant, Centre for Business Excellence, at the University of Northumbria, Newcastle upon Tyne, UK.",https://ror.org/049e6bc10
https://doi.org/10.1108/09513559810225816,Mike Nash,"School of Social and Historical Studies and Institute of Police and Criminological Studies, University of Portsmouth, UK",https://ror.org/03ykbk197
10.1108/02689239610117771,John Gatrell,"Bournemouth University, Bournemouth, UK",https://ror.org/05wwcw481
https://doi.org/10.1108/03068299510078822,Masudul Alam Choudhury,"University College of Cape Breton, Sydney,  Nova Scotia, Canada",https://ror.org/052y05165
https://doi.org/10.1108/02632770210414281,B.D. Ilozor,"B.D. Ilozor is Coordinator of the MSc Real Estate and Facilities Management Distance Learning Program for the University of Greenwich, London, UK, in collaboration with Deakin University, Victoria, Australia.",https://ror.org/02czsnj07
10.1108/02656719610118106,Yunus Kathawala,"Eastern Illinois University, Charleston, Illinois, USA",https://ror.org/035z2ew45
https://doi.org/10.1108/10610429610152822,Paul Herbig,"Paul Herbig is a Visiting Professor of Marketing at the Texas A&M International University, Laredo, Texas, USA",https://ror.org/028861t28
10.1108/02637470210428356,Keith Chapman,"School of Environmental Design & Management, University of Portsmouth, Portsmouth, UK",https://ror.org/03ykbk197
https://doi.org/10.1108/09544780210413228,Andrew Robson,"Andrew Robson is Senior Lecturer in Business Modelling, Division of Business Modelling, School of Operations Analysis and Human Resources Management at the University of Northumbria, Newcastle upon Tyne, UK.",https://ror.org/049e6bc10
10.1108/02634509710165939,Marilyn M. Helms,"(The University of Tennessee at Chattanooga, Chattanooga, Tennessee, USA)",https://ror.org/00nqb1v70
10.1108/09513550010346152,Teresa Waring,"Newcastle Business School, University of Northumbria, Newcastle upon Tyne, UK",https://ror.org/049e6bc10
https://doi.org/10.1108/02656719610124244,Yunus Kathawala,"Eastern Illinois University, Charleston, Illinois, USA",https://ror.org/035z2ew45
https://doi.org/10.1108/01443579510080409,Ashok Kumar,"(Department of Management, F.E. Seidman School of Business, Grand Valley State University, Grand Rapids, Michigan)",https://ror.org/001m1hv61
https://doi.org/10.1108/09604529910273030,Walter Willborn,"University of Manitoba, Winnipeg, Manitoba, Canada",https://ror.org/02gfys938
10.1103/physrevb.65.245414,S. Andrada Maicaneanu,"Department of Environmental and Ordnance Systems, Cranfield University, Royal Military College of Science, Shrivenham SN6 8LA, Swindon, United Kingdom",https://ror.org/05cncd958
https://doi.org/10.1108/02635570010291801,Stephen E. Lunce,"Texas A&M International University, Laredo, Texas, USA",https://ror.org/028861t28
10.1108/09604529710172999,Brian H. Kleiner,"School of Business Administration and Economics, California State University, Fullerton, California, USA",https://ror.org/02avqqw26
https://doi.org/10.1108/09576059810226802,Jaideep Motwani,"(Department of Management, F.E. Seidman School of Business, Grand Valley State University, Grand Rapids, Michigan)",https://ror.org/001m1hv61
https://doi.org/10.1108/09604529810235781,Jaideep Motwani,"F.E. Seidman School of Business, Grand Valley State University, Grand Rapids, Michigan, USA",https://ror.org/001m1hv61
https://doi.org/10.1108/00346659510103656,Peter Bayliss,"Senior Lecturer in FoodScience and Technology at Manchester Metropolitan University,Manchester, UK.",https://ror.org/02hstj355
https://doi.org/10.1108/09544780210413228,Andrew Robson,"Division of Business Modelling, School of Operations Analysis and Human Resources Management, University of Northumbria,  Newcastle upon Tyne, UK",https://ror.org/049e6bc10
https://doi.org/10.1108/01437739710156268,Alex Appleby,"(University of Northumbria, Newcastle‐Upon‐Tyne, UK)",https://ror.org/049e6bc10
10.1108/07378839910275849,Mary Anne Epp,"(Mary Anne Epp is Director of Contract Administration, Library Services, Langara College Library, Vancouver, British Columbia, Canada. )",https://ror.org/05qp50e50
10.1108/08880450010310507,Phillip J. Jones,"(Librarian for the Social Science and Humanities Reference Department, Jones Library, Baylor University, Waco, USA.)",https://ror.org/005781934
10.1108/09526860210421464,Denis Harrington,"Lecturer, Business School, Waterford Institute of Technology, Waterford, Ireland",https://ror.org/03ypxwh20
10.1108/09526869610109125,Fayek N. Youssef,"Robert Jones and Agnes Hunt Orthopaedic Hospital, Oswestry - UK.",https://ror.org/030mbcp39
10.1108/09526869910272518,Miriam Bar‐Giora,"Director, Service for the Aged, Ministry of Labor and Social Affairs, Jerusalem, Israel",https://ror.org/04ch01631
10.1108/09544789910287764,Kerstin M.C. Jonson,"(Kerstin M.C. Jonson PricewaterhouseCoopers, Sweden.)",https://ror.org/00m2wsh37
10.1108/09552069410053777,Peter Tonks,"Director, Business Development Centre",https://ror.org/038n1rk38
10.1108/09555349810221853,Stratos Papadimitriou,"Stratos Papadimitriou is Managing Director of the Athens Transportation Authority, Athens, Greece",https://ror.org/00q3w5456
10.1108/09566169410051494,Torbjörn Willén,in the Department of Limnology,https://ror.org/04nqnb117
10.1108/09566169410059496,Esmeray Acartürk,"(Professor of Cardiology in the Department of Cardiology, Medical Faculty, Çukurova University, Adana, Turkey, 01330.)",https://ror.org/05wxkj555
10.1108/09576050210412675,Ching‐Jung Ting,"Ching‐Jung Ting  is based at the Department of Industrial Engineering and Management, Yuan Ze University, Chung‐Li, Taoyuan, Taiwan.",https://ror.org/01fv1ds98
10.1108/09604529410065216,Susan J.R. Cottrell,"(Director of Purchasing, Milliken Industries Limited.)",https://ror.org/01a6nz466
10.1108/09649420210421754,Crystal L. Owen,"(Crystal L. Owen is Professor of Management and Chair, at Raj Soin College of Business, Department of Management, Wright State University, Dayton, Ohio, USA.)",https://ror.org/04qk6pt94
10.1108/09654289610109316,Rosemary Cornish,"Rosemary Cornish is Head of the School of Community and Child at Care at Chichester College of Arts, Science and Technology, Chichester, UK",https://ror.org/04gqe5s96
10.1108/09654289910256932,Deborah Ritchie,"(Deborah Ritchie is Assistant Director of Health Promotion, Lothian Health, Edinburgh, UK)",https://ror.org/03q82t418
10.1108/09696479710182786,Dennis J. Cahill,"(President of North Union Associates, Inc., Cleveland, Ohio, USA)",https://ror.org/047bc5j52
10.1108/10610429910258002,Khalid M. Dubas,"Associate Professor of Marketing, School of Business and Economics, Fayetteville State University, Fayetteville, North Carolina, USA",https://ror.org/03rj92e31
10.1108/10610429910258002,Saeed M. Dubas,"Assistant Professor of Mathematics, University of Pittsburgh at Titusville, Titusville, Pennsylvania, USA",https://ror.org/0242vta36
10.1108/13620439810368574,Barbara Shapiro,"Concordia University, Montreal, Quebec, Canada",https://ror.org/0420zvk78
10.1108/10650740210421881,Graciela Roig,"Graciela Roig is a Professor, in the  Business Administration Department – Human Resources Program, at the University of Puerto Rico, Humacao, Puerto Rico, USA.",https://ror.org/020wm8g88
10.1108/10878570010348567,Jacques Manardo,"World Economic Forum, Geneva, Switzerland",https://ror.org/05wm3vw64
10.1108/10878570210414417,Jay R. Schuster,"other pay solutions. He is joint author of Pay People Right! Breakthrough Reward Strategies to Create Great Companies (Jossey‐Bass, 2000).",https://ror.org/016jadm77
10.1108/13552519810233985,Toshio Nakagawa,"[Department of Industrial Engineering, Aichi Institute of Technology, Toyota, Japan]",https://ror.org/02qsepw74
10.1108/13639519710162097,Sutham Cheurprakobkit,"Department of Behaviour Science, University of Texas of The Permian Basin, Odessa, Texas, USA",https://ror.org/051smbs96
10.1108/14720700210430333,Gerald Zandstra,"(Gerald Zandstra is Director of Programs at the Acton Institute for the Study of Religion and Liberty, Michigan, USA.)",https://ror.org/03zp31h16
10.1172/jci200112190,J. Gregory Fitz,"Department of Medicine, University of Colorado Health Sciences Center, Denver, Colorado, USA",https://ror.org/0107w4315
https://doi.org/10.1117/1.1480425,Guy Thauvin,"ALSTOM Energy and Serma Technologies, Centre d’Essais et de Recherche sur les Mate´riaux, Belfort, France",https://ror.org/00t4db855
10.1118/1.1485057,William G. Hawkins,"Philips Medical Systems Inc., 595 Miner Road, Cleveland, Ohio 44143",https://ror.org/03kw6wr76
https://doi.org/10.1136/ebn.5.3.94,Debbie Hooser,"University of Tennessee Health Sciences Center, Memphis, Tennessee, USA.",https://ror.org/0011qv509
10.1134/1.1490021,V. B. Shilov,"“Vavilov State Optical Institute” All-Russia Scientific Center, St. Petersburg, Russia",https://ror.org/05tp4xj78
10.1134/1.1493377,A. V. Manukhin,"Moscow State Institute of Steel and Alloys (Technical University), Moscow, Russia",https://ror.org/019vsm959
https://doi.org/10.1108/10610429410067405,Arjun Chaudhuri,"(Assistant Professor of Marketing at Fairfield University, School of Business, Fairfield, Connecticut.)",https://ror.org/04z49n283
10.1108/09526860210421464,Kay Downey‐Ennis,"Doctoral student, Business School, Waterford Institute of Technology, Waterford, Ireland and Quality and Education Director, Daughters of Charity Service for Intellectual Disabilities",https://ror.org/03ypxwh20
https://doi.org/10.1108/09534819710160790,Michael Whitty,"(College of Business, University of Detroit‐Mercy, Birmingham, MI, USA)",https://ror.org/0037qsh65
https://doi.org/10.1108/09544789810197756,Samuel Feinberg,"(Director of TQM, GEC Plessey Semiconductors Ltd, Swindon, UK)",https://ror.org/03210bg97
https://doi.org/10.1108/09555349810221853,Panos Mourdoukoutas,"Professor of Economics at Long Island University, Brookville, NY, USA",https://ror.org/0324fzh77
10.1108/09566169610123050,Kresimir Sega,"Department for Environmental Hygiene, Institute for Medical Research and Occupational Health, Zagreb, Croatia",https://ror.org/052zr0n46
https://doi.org/10.1108/09566169710179283,Mikhail Ivanovich Mikheev,"Office of Occupational Health, World Health Organization, Geneva, Switzerland.",https://ror.org/01f80g185
https://doi.org/10.1108/09576050010326510,Tor Guimaraes,"(Tor Guimaraes is J.E. Owen Chair of Excellence at Tennessee Technological University, Cookeville, Tennessee, USA.)",https://ror.org/05drmrq39
10.1108/13598539810203887,John R. Grandzol,"Temple University, Philadelphia, Pennsylvania, USA",https://ror.org/00kx1jb78
https://doi.org/10.1108/09654289610109316,Rosemary Cornish,"Rosemary Cornish is Head of the School of Community and Child at Care at Chichester College of Arts, Science and Technology, Chichester, UK",https://ror.org/04gqe5s96
https://doi.org/10.1108/13552519810369066,V. Narayan,"Shell UK Exploration and Production , Aberdeen, UK",https://ror.org/05p330p21
10.1108/13598539710167096,Shia‐Chung Chen,"Department of Mechanical Engineering, Chung Yuan University, Taiwan, Republic of China",https://ror.org/02w8ws377
https://doi.org/10.1108/13620439610129968,Dean Wilson,"(Independent Consultant based with Cable Beach Consulants Ltd, Somerset, UK)",https://ror.org/05cxzzq07
https://doi.org/10.1108/13639519810220208,Don Hummer,University of Massachusetts Lowell - USA,https://ror.org/03hamhx47
https://doi.org/10.1108/14664109910306712,Fred Schreuder,"(Specialist Registrar in the Department of Plastic Surgery, Morriston Hospital, Swansea, Wales, UK)",https://ror.org/01p830915
10.1128/jcm.40.7.2476-2479.2002,Reiko Kariyama,"Microbiology, Westchester Medical Center, and New York Medical College, Valhalla, New York 10595",https://ror.org/03fcgva33
10.1130/0091-7613(2002)030<0668:>2.0.co;2,Michel Faure,"Institut des Sciences de la Terre d'Orléans, UMR 6113, Bâtiment Géosciences, Université d'Orléans, 45067 Orléans, Cedex 2, France",https://ror.org/02t2hg116
10.1134/1.1493742,P. E. Mozol’,"Institute of Semiconductor Physics, National Academy of Sciences of Ukraine Kiev, Ukraine",https://ror.org/00je4t102
https://doi.org/10.1134/1.1490968,L. V. Grebenkina,"Institute of Mechanics and Applied Mathematics, Rostov State University, Rostov-on-Don, Russia",https://ror.org/01tv9ph92
https://doi.org/10.1108/08880450010310507,Phillip J. Jones,"(Librarian for the Social Science and Humanities Reference Department, Jones Library, Baylor University, Waco, USA.)",https://ror.org/005781934
10.1108/09596119710164632,Stuart Price,"(Food and Drink Analyst, KPMG, London, UK)",https://ror.org/05rjsp326
https://doi.org/10.1108/09657960010373428,Roman Igolnikov,"Director, Deloitte & Touche Capital Markets Group",https://ror.org/03xkm6e60
https://doi.org/10.1108/09696479810212033,Carlo Lantsheer,"European Patent Office, Munich, Germany",https://ror.org/050pmr719
https://doi.org/10.1108/10650740210431907,C. Richard Hartshorne,"C. Richard Hartshorne is a Graduate Assistant and Teaching and Technology Fellow, at the University of Florida, College of Education, Gainesville, Florida, USA.",https://ror.org/010bgev76
10.1149/1.1393980,C. Perelló,"IMEC, B-3001 Leuven, Belgium",https://ror.org/02kcbn207
10.1108/14684520010341308,Chia‐hui Liu,"Chia‐hui Liu works in Information Technology at the Computing Centre at Academia Sinica, Taipei, Taiwan, R.O.C.",https://ror.org/05bxb3784
10.1113/jphysiol.2002.017848,Cindy S.‐Y. Lin,"Prince of Wales Medical Research Institute, University of New South Wales.",https://ror.org/01g7s6g79
10.1134/1.1493377,A. A. Ermolaev,"Moscow State Institute of Steel and Alloys (Technical University), Moscow, Russia",https://ror.org/019vsm959
10.1108/09544789610146079,W. McEwan,"Quality Centre, University of Paisley, Scotland, UK",https://ror.org/04w3d2v20
https://doi.org/10.1108/09566169810229006,J.T. Ayodele,"Department of Chemistry, Bayero University, Kano, Nigeria",https://ror.org/049pzty39
https://doi.org/10.1108/09596119710164632,Stuart Price,"(Food and Drink Analyst, KPMG, London, UK)",https://ror.org/05rjsp326
https://doi.org/10.1108/13598540010350330,Richard Hey,"(Richard Hey is Pharmacy Director at Manchester Royal Infirmary, Manchester, UK.)",https://ror.org/03kr30n36
10.1128/mcb.22.14.5248-5256.2002,Christine Allmang,"Institut de Biologie Moleculaire et Cellulaire, UPR 9002 du CNRS, 67084 Strasbourg Cedex, France.",https://ror.org/05qpmg879
https://doi.org/10.1134/1.1493756,V. I. Belyavskii,"Voronezh State Pedagogical University, Voronezh, Russia",https://ror.org/02m4a5582
https://doi.org/10.1108/09576069910280567,G. Don Taylor,"University of Arkansas, Fayetteville, Arkansas, USA",https://ror.org/05jbt9m15
https://doi.org/10.1108/09576059910268869,Sally Smith,"Sally Smith is Business Continuity Manager, Dudley Group of Hospitals NHS Trust, Russells Hall Hospital, Dudley, West Midlands, UK",https://ror.org/04qs81248
https://doi.org/10.1108/09596119810227703,Darren Lee‐Ross,"(Lecturer, School of Tourism and Hospitality Management, Southern Cross University, Lismore, NSW, Australia)",https://ror.org/001xkv632
https://doi.org/10.1108/09654289410051763,Jenny McWhirter,"Jenny McWhirter is a Lecturer at the Health Education Unit, Research and Graduate School of Education, University of Southhampton, UK.",https://ror.org/043071f54
https://doi.org/10.1108/14684520010341308,Chia‐hui Liu,"Chia‐hui Liu works in Information Technology at the Computing Centre at Academia Sinica, Taipei, Taiwan, R.O.C.",https://ror.org/05bxb3784
https://doi.org/10.1118/1.1488604,William Wijns,"Cardiovascular Center, Onze Lieve Vrouw (OLV) Hospital, Moorselbaan 164, B-9300 Aalst, Belgium",https://ror.org/00zrfhe30
